year,developer,price,items_count
2016,Stone Blade Entertainment,Free to Play,KING Art
2016,Bean Boy Games,Free To Play,Klei Entertainment
2016,Zakos Games,Free To Play,Ronimo Games
2016,Amanita Design,Free,Jonathan Öhrström
2015,Rainbow Games,Free To Play,Ubisoft - San Francisco
2016,Game Swing,Free,Dovetail Games
2016,The Simutrans Team,Free,Dragom
2016,Starodymov,Free,Blue Label Studio
2016,Imigea Ltd,Free to Play,"KOEI TECMO GAMES CO., LTD."
2016,Dragom,Free,Ubisoft - San Francisco
2016,ESEA,Free to Play,3 Fright
2016,Maxime Vézina,Free To Play,DICE
2016,Ionut Lucian Achiricioaei,Free To Play,Secret Exit Ltd.
2016,WeMade,Free to Play,ChessBase
2016,Bandit-1,Free,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,Playata GmbH,Free To Play,NetoX
2014,Ubisoft - San Francisco,Free To Play,Trendy Entertainment
2014,Krome Studios,Free,"FarSight Studios, Inc."
2017,Camouflaj,Free,EHTechnology
2016,Capcom,Free,Beldarak Games
2016,Jon Sudbury Games,Free To Play,Windward_Birds
2016,"Christian Piano,Wrytex",Free,Soul Catapult
2016,Antonio Renna,Free to Play,CharlieH
2016,"MPR ART Hallucinations,Roger Levy",Free,CAT IN JAR GAMES
2017,Marvelous Inc.,Free To Play,Oscar Brittain
2016,"Shokunin,Thomas M. Visser,Vincent Thiele",Free to Play,Artogon
2010,Wulo Games,Free To Play,Ninja Chip Studios
2016,Neoclassic Games,Free,Faton
2016,"Seth O'Dale,Zeph McKinnon",Free to Play,Carmine T. Guida
2016,FIVE-BN GAMES,Free to Play,Shaman Games Studio
2016,Anton Gerdelan,Free,roseVeRte
2016,Black Pants Studio,Free,Oneshark
2014,Carbine Studios,Free to Play,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
2016,Pixel Federation,Free to Play,WeMade
2017,Robert Alvarez,Free,Warfare Studios
2016,Stegalosaurus Game Development,Free,"Gaslamp Games, Inc."
2016,SecureMix LLC,Free To Play,Wastelands Interactive
2016,PlayFlock,Free to Play,Steve Gabry
2016,Alex Williams,Free to Play,"Rageborn Studio, LLC"
2016,SCS Software,Free to Play,Ubisoft - San Francisco
2016,SGS Team,Free,"Desert Owl Games, LLC"
2016,André Bertaglia,Free,Little World Studio
2016,Fantasy Flight Games,Free,Ertal Games
2016,Novel Tea Games,Free,"Psyonix, Inc."
2016,Vertigo Games America,Free To Play,MercurySteam
2016,The Simutrans Team,Free,Tate Multimedia
2012,Robert Alvarez,Free,Peter Whalen
2016,HellconX© Studio's,Free,Ubisoft - San Francisco
2016,"Viswanath Atlu,Laurie Banks,Rohan Bhukan,Nick Burnham,Avinash Kalapala,Yash Kapani,Katharine Marsh,Ankur Rathore,Hardit Singh,Anoop Nihar Srinivas,Ryan Guanyuhao Jiang,Robert Zhu",Free,a REGULAR GAMER
2016,"Valve,KADOKAWA",Free to Play,KFriske Studios
2016,"Manuel Pazos,Daniel Celemín",Free,"KOEI TECMO GAMES CO., LTD."
2016,The Simutrans Team,Free,Owlchemy Labs
2016,Reentry Games,Free to Play,D-Pad Studio
2016,The Simutrans Team,Free,Nicolas Bernard
2016,The Simutrans Team,Free,Firaxis Games
2016,The Simutrans Team,Free,"SmiteWorks USA, LLC"
2016,Jagex,Free to Play,Last Day of Work
2016,"Vex Studios, LLC",Free,Phil Fortier
2016,Flyleap Studios,Free To Play,Oxeye Game Studio
2016,Mythyn Interactive,Free to Play,Excalibur
2016,FlyAnvil,Free,"SmiteWorks USA, LLC"
2016,"Manuel Pazos,Daniel Celemín",Free,Eutechnyx
2017,Blue Booth Studios,Free To Play,OBLONE Software
2017,Stout Games,Free,Tomadeira
2016,Cold Tea Studio,Free to Play,Moon Studios GmbH
2016,Winch Gate Property Limited,Free to Play,Ubisoft - San Francisco
2016,Panoramik Inc,Free To Play,Anatoliy Loginovskikh
2016,treeform,Free,"bluebox interactive,RoJarl Entertainment"
2016,Pinterac,Free To Play,SVGames
2016,Freakinware Studios,Free To Play,"Potassium Frog Limited,Automata Source"
2016,Nozon,Free,Electronic Paradise
2016,Ze_PilOt,Free,Brushfire Games
2015,"Akella,.dat",Free to Play,ACQUIRE Corp.
2016,Ze_PilOt,Free,Afterthought Studios
2016,Puppygames,Free to Play,Milestone S.r.l.
2016,Bossa Studios,Free to Play,Abbey Games
2016,Rainbow Goats Studio,Free,8monkey Labs
2017,Jl Apps,Free,lolznoob
2016,Kokua Games,Free,Dovetail Games
2016,Desert Owl Games LLC,Free to Play,"World Entertainment Studios, LLC,McLeodGaming Inc."
2016,Ninja Kiwi,Free to Play,Tomb Team
2016,Red Nettle Studio,Free,Sean Han Tani
2016,Team Gotham,Free,Prologue Games
2016,Eforb,Free to Play,Tasharen Entertainment Inc.
2016,Tomorrow Arts,Free to Play,"Royal9Games,RoyalJL"
2016,Silicon Jelly,Free to Play,ARTDINK
2016,Rotten Mage,Free to Play,Dan Fornace
2012,"SmiteWorks USA, LLC",Free,North of Earth
2016,Alexey Glinskiy,Free to Play,"Milan Kazarka,Jeroen van Oosten"
2016,Noble Master LLC,Free to Play,NSE Circuit
2016,Dark Vale Games,Free,Gosatsu Visual Novels
2017,MumboJumbo,Free,Weird and Wry
2017,"Team NINJA,KOEI TECMO GAMES CO., LTD.",Free,Harebrained Schemes
2014,MercurySteam,Free,Fiveamp
2016,Firaxis Games,Free,"Warrior General Games, LLC"
2017,"Mikeypoo's Games,David Szymanski",Free,Liz-Arts
2013,United Front Games,Free,Teknopants
2016,For All To Play,Free to Play,Fun Infused Games
2014,Senshi.Labs,Free to Play,"Flashback Games,The Lordz Games Studio"
2016,Theory Georgiou,Free to Play,Green Sauce Games
2016,CivilSavages,Free to Play,"SmiteWorks USA, LLC"
2016,BitCake Studio,Free to Play,Mia Blais-Côté
2016,SmoleVN,Free to Play,Andrew Morrish
2016,"Tripwire Interactive,Kernow Interactive",Free,AbsQual Studio
2016,Mirinae,Free to Play,Rebellion
2016,NukGames,Free,Unknown Worlds Entertainment
2016,Sir Bedlam Productions,Free to Play,Sumo Digital
2016,FIVE-BN GAMES,Free to Play,Jake Tucker
2016,Nolo,Free,inVantage Technologies
2016,Holotech Studios,Free,Bluehole Ginno Games
2016,Fatshark,Free,"FarSight Studios, Inc."
2016,Fly System,Free,FeelThere
2016,Red Nettle Studio,Free to Play,YouzuStar
2016,"Allegorithmic,The Foundry",Free to Play,Torus Games
2016,Inulle Games,Free to Play,Codemasters Birmingham
2016,Wholetone Games,Free to Play,Dark Energy Digital Ltd.
2016,vikingfabian.com,Free to Play,Size Five Games
2016,Godot Engine,Free to Play,Nihon Falcom
2016,"OrangeGames,YoudaGames",Free to Play,Overhead Games
2016,Vae Victis Games,Free to Play,ACE MADDOX
2016,Aeon Dream Studios,Free to Play,Haemimont Games
2016,"Just Add Water (Developments), Ltd.",Free,Virtual Racing Industries Ltd.
2016,Playcoo,Free to Play,Dovetail Games
2016,Mail.ru Games,Free to Play,Tragnarion Studios
2016,SnoutUp,Free,BitterSweet Entertainment Inc.
2016,FIVE-BN GAMES,Free to Play,TheBlavas
2016,Netmarble Games,Free to Play,Striped Rocket
2016,Basaltic studio,Free,InvertMouse
2015,Dark Day Interactive,Free to Play,MetalBear
2016,Scarlet String Studios,Free to Play,Wastelands Interactive
2015,"Wicked Fun, Inc.",Free to Play,4-Panel Footprint
2015,Cybertime System,Free to Play,Dennaton Games
2016,DeXP,Free,Musopia
2014,"Ludosity,Remar Games",Free to Play,Ubisoft - San Francisco
2015,"2Chance Projects,IIchan Eroge Team",Free to Play,Little Big MMO
2015,Shadebob Games,Free to Play,"Nikita ""Ghost_RUS"""
2015,"Rocketeer Games Studio, LLC",Free to Play,Musopia
2010,Gravity Interactive,Free to Play,Tero Lunkka
2015,webgames,Free to Play,The Tiniest Shark
2015,Futuremark,Free to Play,"高考恋爱委员会,橘子班"
2015,Futuremark,Free to Play,Carlsen Games
2015,Futuremark,Free to Play,Snowhound Games
2015,Futuremark,Free to Play,Hybriona Labs
2015,Futuremark,Free to Play,Sierra On-Line
2017,Light Vision Interactive,Free to Play,YGGDRASIL STUDIO
2015,KIXEYE,Free to Play,Fabrice BIZEC
2015,Queen Birdface Productions,Free,Frictional Games
2015,GDT Limited,Free to Play,RedZone Studios LLC
2015,Bluehole Ginno Games,Free to Play,Aeon Dream Studios
2015,Quality Simulations,Free to Play,4gency
2015,Quality Simulations,Free to Play,Ronimo Games
2015,Quality Simulations,Free to Play,Sungazer Software
2015,Quality Simulations,Free to Play,Certain Affinity™
2015,Quality Simulations,Free,Colossal Order Ltd.
2015,Team17 Digital Ltd,Free to Play,Airtight Games
2015,Alientrap,Free to Play,Moment Studio
2015,Royal Troupe,Free,Tarsier Studios
2015,Cherry Pop Games,Free to Play,Technomancy Studios
2015,Strange Loop Games,Free to Play,BUGBEAR
2015,Crows Crows Crows,Free to Play,34BigThings srl
2015,Retrocade.net,Free,Ubisoft - San Francisco
2015,Fatshark,Free to Play,Studio Bean
2015,weltenbauer. Software Entwicklung GmbH,Free to Play,tjern
2015,NIKITA ONLINE,Free to Play,MyST
2015,Robot Loves Kitty,Free to Play,Nomad Games
2015,Eyzi,Free to Play,Technomancy Studios
2015,Gaming Cats Studio,Free to Play,Mi'pu'mi Games GmbH
2015,Blue Byte,Free to Play,HyperKat Games
2015,AMPLITUDE Studios,Free,Jagex Limited
2015,Kyle Seeley,Free to Play,Mauro Vos
2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Free to Play,Rail Slave Games
2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Free to Play,Jarhead Games
2015,Crytek,Free,Cogent Education
2015,Endless Loop Studios,Free to Play,Eclipse Games
2015,Nooskewl,Free,Handelabra Games Inc.
2015,Light Vision Interactive,Free to Play,"Luetso, LLC"
2015,ICE Entertainment,Free to Play,Puuba
2015,Zepetto Co.,Free to Play,Drop_Dead_Fred (Фред)
2015,Shumkov Dmitriy,Free to Play,"2K Marin,2K China,Digital Extremes,2K Australia,Blind Squirrel"
2015,Unwonted Studios,Free to Play,GB Patch Games
2015,Overhead Games,Free to Play,"M2H,Blackmill Games"
2015,Landfall,Free,Daisy Maze Games
2015,Petroglyph,Free to Play,Spicy Horse Games
2015,Studio Pixel,Free to Play,"KOEI TECMO GAMES CO., LTD."
2015,Gigatross Games,Free to Play,Musopia
2015,Focus Home Interactive,Free,Sos
2015,Luminy Studios,Free to Play,Skinny Jean Death Studios
2015,"Zykov Eddy,Xitilon",Free to Play,Stefan Preuss
2015,IObit,Free,Team Kryll
2015,Section Studios,Free,Introversion Software
2015,高考恋爱委员会,Free to Play,Not Magic
2015,"LRDGames, Inc.",Free to Play,Paulo A. M. Villalva
2015,Codename Entertainment Inc.,Free to Play,Forceight
2015,Ion Storm,Free,Concrete Games
2015,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",Free to Play,Psydra Games LLC
2015,Soccer Manager Ltd,Free to Play,"Jonas De Carvalho Felinto,Marcelo Eduardo Cabral"
2015,Fervent,Free to Play,N-Fusion Interactive
2015,Forbes Consult Ltd,Free to Play,"SmiteWorks USA, LLC"
2015,"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernulldez,Tice Thomason",Free to Play,Ultima Games
2015,Rising Sun Interactive,Free,"Zimventures, LLC"
2015,Team Eleven Eleven,Free to Play,MightyCodeDragon
2015,CAT IN JAR GAMES,Free to Play,Powerhoof
2015,BlueLine Games,Free to Play,No Bull Intentions
2015,SuperVillain Studios,Free to Play,Fun Infused Games
2014,Ubisoft - San Francisco,Free to Play,T4 Interactive
2015,Eforb,Free to Play,Shadow Blade Productions
2015,Underdog Games,Free to Play,"Haemimont Games,Feral Interactive (Mac)"
2015,"gord10,Aslan Game Studio",Free to Play,Fire Hose Games
2015,Leadwerks Software,Free to Play,Ubisoft - San Francisco
2015,Hexdragonal Games,Free to Play,XLGAMES
2015,WARTEAM,Free to Play,Ubisoft - San Francisco
2005,Infinity Ward,Free,Mariusz Gibas
2015,SoftStar,Free,Laughing Jackal LTD
2015,Marxnet,Free to Play,Onion Core
2015,TernGame,Free,Aratog LLC
2014,David Szymanski,Free,Iocaine Studios
2017,Galaxy Gate,Free,Larian Studios
2015,Lag Studios,Free to Play,Gearbox Software
2015,Freakinware Studios,Free to Play,"Hassey Enterprises, Inc."
2015,Stainless Games Ltd.,Free to Play,Ubisoft - San Francisco
2015,Proton Studio Inc,Free,Lexis Numérique
2015,Wild Wolf Std,Free,Ubisoft - San Francisco
2015,Black Shell Games,Free to Play,Palfrey Games
2015,Stardock Entertainment,Free to Play,Aleksander Ciesielski
2015,Trion Worlds,Free to Play,Fire Hose Games
2015,YFC games,Free,Ubisoft - San Francisco
2015,UD,Free to Play,Mighty Mob Games
2015,"Virgin Interactive Entertainment,PriitK",Free to Play,GAMESinFLAMES
2015,Prism Game Studios Ltd.,Free,Musopia
2015,TEAM101,Free to Play,Stray Fawn Studio
2015,Holy Priest,Free to Play,"Nodacoy Games,Jadan Bliss"
2015,Mad Otter Games,Free,Mihai Morosanu
2015,Technomancy Studios,Free to Play,MAGIX Software GmbH
2015,Gnarled Scar Manipulations,Free,Frontwing
2015,Michaela Laws,Free,Zordix AB
2015,practicing01,Free to Play,Z-Software
2007,T3 Entertainment,Free to Play,Pilgrim Adventures
2014,"Tiny Colossus,Ciro Continisio",Free To Play,Carlo D'Apostoli Projects
2015,Terminal Reality,Free,"LegendaryTaler,Oddeyefish"
2015,Guru Games,Free,Ubisoft - San Francisco
2015,Zeritum,Free to Play,RewindApp
2015,Daniel Jonathan Bourke,Free,Ubisoft - San Francisco
2013,"Dragonfly GF Co., LTD",Free to Play,Sidi Games
2015,JetDogs Studios,Free,DSK Studios Pvt. Ltd
2015,[geim].pro,Free to Play,Fakt Software
2013,Carmine T. Guida,Free,Dexion Games
2015,"Vasily Voronkov,Ryan Joseph,Peter Kosyh",Free to Play,"PadLabs GmbH,Stairport Sceneries"
2015,Pribuni,Free to Play,The Farm 51
2015,Reactor Zero,Free,WhiteSponge
2015,Shadow Masters,Free to Play,"Haven Made,craigz"
2014,DeXP,Free to Play,Geoff Keighley
2015,"Jagex,Artplant",Free to Play,Zoo Corporation
2015,SNK CORPORATION,Free to Play,Domini Games
2015,Thomas Bacon,Free to Play,DGform
2015,The Artistocrats,Free to Play,Deep Silver Volition
2007,stage-nulla,Free,"Visual Concepts,Yuke's Co., LTD"
2008,Grzegorz Slazinski,Free to Try,PlayFirst
2015,Spicy Horse Games,Free To Play,Eat Create Sleep
2015,Retro Yeti Games,Free to Play,Immersion
2015,"Nina Freeman,Laura Knetzger,Stephen Lawrence Clark",Free to Play,b-alive gmbh
2011,U24 Solutions,Free,Musopia
2015,Arc System Works,Free,Cloudhead Games ltd.
2014,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",Free to Play,"NetherRealm Studios,QLOC"
2015,Electroplasmatic Games,Free,Uncle Frost Team
2015,Turtle Rock Studios,Free to Play,Hybris Studios
2015,Infinity Ward,Free,N3V Games
2015,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Free,Vagabond Dog
2015,Atelier 801,Free to Play,Dark Castle Software
2015,Doctor Entertainment AB,Free to Play,Rebellion
2012,Red Dwarf Games,Free to Play,Oryzhon Studios
2015,Archive Entertainment,Free to Play,devFluid
2015,rdt.32,Free to Play,"KOEI TECMO GAMES CO., LTD."
2015,Ganz Studio,Free to Play,"KADOKAWA,Yoji Ojima"
2015,Rubicon Development,Free To Play,"SmiteWorks USA, LLC"
2015,"Binary Zoo,The Game Creators",Free to Play,Spicyhorse
2015,Codex7,Free,Igor Rashkuev
2014,"Michael Kissinger,Marco Hulden,Shaun Egan,Joshua Marks,Denys Ovsiannykov",Free to Play,"SmiteWorks USA, LLC"
2014,Galaxy Gate,Free to Play,Nexon
2012,Exe Games Inc.,Free to Play,Low Magic Studios
2014,"JumpStart Games, Inc.",Free to Play,Mousechief
2013,IO Entertainment,Free to Play,Rumbic Inc
2014,Spicy Horse,Free to Play,"Pinokl Games,Kverta"
2014,Soviet Games,Free to Play,"IMCGAMES Co.,Ltd."
2014,Hunted Cow Studios,Free to Play,Out of the Park Developments
2017,8-Bit Studio,Free to Play,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2014,Double Action Factory,Free to Play,Digital Furnace Games
2014,Desert Owl Games LLC,Free to Play,Studio Bean
2014,"RO2/RS Community,Tripwire Interactive",Free Mod,"SmiteWorks USA, LLC"
2014,"RO2/RS Community,Tripwire Interactive",Free Mod,Ubisoft - San Francisco
2013,IDHAS Studios,Free to Play,Clarus Victoria
2014,Elijah Newman-Gomez,Free,Niffler Ltd.
2014,Lightmare Studios,Free to Play,SEA - EYE GS
2013,"Relic Entertainment,The Great War 1918 Development Team",Free,HateBit
2014,Psychic Software,Free To Play,Power of 2
2014,Flump Studios,Free,Thylacine Studios
2014,Cosmic Cow LLC,Free to Play,"Moonbite Games,PadaOne Games"
2014,Vagabond Dog,Free To Play,Capcom
2014,Ganz,Free to Play,Traveller's Tales
2014,Katauri,Free to Play,Inventive Dingo
2014,DR Studios,Free to Play,Blue Isle Studios
2014,Dead Shark Triplepunch,Free to Play,"Psyonix, Inc."
2014,Masthead Studios Ltd,Free to Play,DnS Development
2014,Creability,Free To Play,Sergej110
2014,KOG,Free to Play,Ad Aspera
2014,STUDIO RADI-8,Free,Laush Dmitriy Sergeevich
2014,"Expansive Worlds,Avalanche Studios",Free to Play,Paradox Development Studio
2014,"Trion Worlds, Inc.",Free to Play,Cruderocks
2008,Onson Soft,Free to Play,Cascade Game Foundry SPC
2014,Noble Empire Corp.,Free to Play,Bionic Pony
2014,candyrocketstudio,Free to Play,Exe Games Inc.
1996,3D Realms,Free,Yash Future Tech Solutions Pvt Ltd
2014,Oryx Design Lab,Free to Play,Neonchimp Games
2014,"Masangsoft, Inc.",Free to Play,BadgerHammer
2014,CodeBrush Games,Free to Play,singi
2014,Stridemann,Free,Andrew Rowe
2014,Matthew Brown,Free,Studio Binokle
2014,Ubisoft - San Francisco,Free Movie,Pipeworks Studio
2014,Mechanist Games,Free to Play,Mad Head Games
2014,Wyrmbyte,Free to Play,"Chris Christodoulou,Yeti Trunk"
2014,Cyanide,Free to Play,Dovetail Games
2014,Edge of Reality,Free to Play,"Moped Games,Random Dragon Games,Nerve Damage Games"
2013,Avalanche Studios,Free,NovaLogic
2013,Demiurge Studios,Free to Play,Ozapell
2009,Andrii Vintsevych,Free,Alakhaine Specialist Consulting Limited
2013,Critical Studio,Free to Play,Ubisoft - San Francisco
2013,Mixamo,Free,"RCG,MyST"
2011,No More Room in Hell Team,Free,TAMSOFT
2003,Gravity Interactive,Free to Play,Lightbulb Crew
2013,FarSight Studios,Free,"Nostalgia Hound,PiGravity"
2013,777 Studios,Free to Play,Stainless Games
2013,"Gravity, Inc.",Free to Play,Frizzank
2013,Team Psykskallar,Free,NAMCO
2013,Digital Extremes,Free to Play,SITER SKAIN
2013,Cyanide Studio,Free to Play,Zanrai Interactive
2013,Star Gem Inc.,Free to Play,Targem Games
2013,NGD Studios,Free to Play,ObsessionSoft
2013,Funcom,Free to Play,"Team17 Digital Ltd,Mouldy Toof Studios"
2013,Stoic,Free to Play,"KADOKAWA,Yoji Ojima"
2013,Scirra,Free to Use,"SmiteWorks USA, LLC"
2012,Eyedentity Games Inc.,Free to Play,11 bit studios
2012,Daybreak Game Company,Free to Play,Fallen Snow Studios
2012,Daybreak Game Company,Free to Play,"FreshGem,Zillion Whales"
2012,Carbon Games,Free to Play,Perfectly Paranormal
2012,Power of 2,Free to Play,Battlecruiser Games
2012,Cloud 9 Studio,Free to Play,Endless Loop Studios
2010,Vlambeer,Free to Play,Alpha72 Games
2012,"Monolith Productions, Inc.",Free to Play,Alientrap
2012,Nexon,Free to Play,Sierra
2012,Ronimo Games,Free To Play,"TT Games Ltd,Feral Interactive (Mac)"
2012,Hardsuit Labs,Free to Play,Confused Pelican
2012,Blackcow Studios,Free Demo,PLut
2012,Dark Artz Entertainment,Free to Play,Dexmes
2012,Uber Entertainment,Free to Play,Ironcode Gaming
2011,Reloaded Productions,Free to Play,Blue Potion Games
2012,FireFly Studios,Free to Play,vikingfabian.com
2011,Daybreak Game Company,Free to Play,Dambuster Studios
2011,Digital Eel,Free to Play,Overhead Games
2011,Stunlock Studios,Free to Play,SecureMix LLC
2011,Splash Damage,Free to Play,Ink Stains Games
2003,CCP,Free,Plexagon Studios
2009,Nimbly Games,Free,Rob Howland
2008,Frogwares,Free to Play,Jujubee S.A.
2007,ES Team,Free,Lab Zero Games
2005,Puny Human,Free,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2007,Basilisk Games,Free,Bittersweet Entertainment
2007,Insurgency Development Team,Free,"CAPCOM Co., Ltd."
2007,Team Chivalry,Free,Chronova
2008,EXOR Studios,Free,Ubisoft - San Francisco
2007,Zombie Panic Team,Free,"SmiteWorks USA, LLC"
2005,Synergy Team,Free,Giants Software
2008,Empires,Free,G-TraX
2007,Valve,Free to Play,Broguelike
2017,Bacq Stellan,Free,Recotechnology S.L.
2017,PixelSoft,Free to Play,Full Control Studios
2017,Hubert Moszka,Free,Rune Forge
2017,Screenhit Studios,Free to Play,FireFly Studios
2017,ebi-hime,Free,Foolish Mortals Games
2018,Engin Mercan,Free,"PopCap Games, Inc."
2016,The Sims Studio,Free,10tons Ltd
2018,杭州分浪网络科技有限公司,Free To Play,Tephra Company
2018,KUMA GAMES,Free,Alawar
2018,Lucas Parise,Free,PVGames
