user_id,price,items_count,recommend
76561198026228274,7.99,33.0,0.0
76561198026229985,4.99,47.0,1.0
Indignation17,99.99,87.0,1.0
portaltraveler,19.99,107.0,1.0
76561198026254606,0.99,0.0,1.0
rorigo,0.99,36.0,1.0
76561198026258354,9.99,7.0,1.0
76561198026262441,4.99,71.0,1.0
itsmips,1.99,104.0,1.0
MightyNarwal,9.99,59.0,1.0
76561198026265055,59.99,12.0,1.0
76561198026267365,6.99,5.0,1.0
76561198026281243,4.99,19.0,1.0
76561198026283900,14.99,52.0,1.0
76561198026287618,0.99,11.0,1.0
simmer4449,7.99,67.0,0.0
Kaspa,3.99,151.0,1.0
chainsawseverywhere,14.99,0.0,1.0
76561198026315215,9.99,0.0,1.0
76561198026328088,4.99,20.0,1.0
Shellyxo,9.99,78.0,1.0
dubiousCODER,9.99,0.0,1.0
76561198026329854,0.99,0.0,0.0
yozeman,4.99,4.0,1.0
76561198026340395,0.99,133.0,1.0
nvaider,1.99,0.0,1.0
PuzzledPistachio,7.99,192.0,1.0
76561198026368944,4.99,60.0,1.0
SovietskieKivi,11.99,104.0,0.0
harriotriot,9.99,16.0,1.0
76561198026397516,7.99,5.0,1.0
76561198026398000,0.99,65.0,0.0
76561198026401413,3.99,0.0,1.0
76561198026404153,1.99,5.0,1.0
76561198026406005,10.99,2.0,1.0
DigtalPunKTheGe-u-ineCollector,14.99,19.0,1.0
76561198026432372,29.99,25.0,1.0
76561198026435337,7.99,160.0,1.0
76561198026460218,9.99,0.0,1.0
76561198026461122,14.99,148.0,1.0
76561198026461456,4.99,110.0,1.0
76561198026465268,149.99,43.0,1.0
321541,1.99,26.0,0.0
76561198026466655,1.99,129.0,0.0
76561198026466862,9.99,124.0,1.0
bleepbloop,29.99,56.0,1.0
76561198026468247,6.99,34.0,1.0
pridmore,9.99,1.0,1.0
smithkenny63,2.99,57.0,1.0
76561198026476563,0.99,0.0,1.0
76561198026496892,4.99,0.0,1.0
76561198026497190,4.99,285.0,1.0
76561198026498963,39.99,173.0,1.0
Skillbot123,9.99,71.0,1.0
76561198026509554,0.99,20.0,1.0
76561198026511329,0.99,18.0,1.0
TIMOLECHIBRE,2.99,13.0,1.0
urami,9.99,54.0,1.0
Renji,9.99,0.0,1.0
76561198026527992,11.99,20.0,1.0
76561198026529760,4.99,6.0,1.0
76561198026529874,7.99,0.0,1.0
accountremovedbycyberpolice,9.99,89.0,0.0
76561198026532030,7.99,70.0,1.0
zacgillard,9.99,54.0,1.0
tomcruise91,4.99,176.0,1.0
76561198026542159,19.99,23.0,1.0
76561198026548881,0.99,0.0,0.0
76561198026553371,7.99,0.0,0.0
professorbutternuts,3.99,0.0,1.0
76561198026565862,1.99,0.0,1.0
ricamountain,2.99,169.0,1.0
76561198026568334,2.99,67.0,1.0
76561198026574584,9.99,132.0,1.0
76561198026576077,5.99,4.0,1.0
76561198026580059,2.99,24.0,1.0
76561198026581175,9.99,64.0,1.0
76561198026597579,4.99,71.0,1.0
76561198026610921,2.99,34.0,1.0
76561198026625043,39.99,0.0,1.0
76561198026637434,6.99,4.0,1.0
76561198026638940,6.99,23.0,1.0
ISkittlesl,0.99,0.0,0.0
76561198026669576,4.99,16.0,1.0
mD_,6.99,45.0,1.0
donwagon,9.99,5.0,1.0
76561198026679739,1.99,0.0,0.0
76561198026680769,9.99,0.0,1.0
lth159856,14.99,73.0,1.0
bombboy136,9.99,61.0,1.0
76561198026711628,0.99,13.0,1.0
76561198026711748,5.99,15.0,1.0
76561198026714747,19.99,56.0,0.0
bwss101,7.99,118.0,1.0
76561198026725405,7.99,8.0,1.0
76561198026736114,6.99,6.0,1.0
gameoversteam,9.99,167.0,1.0
alexanderjb,4.99,0.0,1.0
Resplendentbadger,2.99,704.0,1.0
Resplendentbadger,1.99,704.0,1.0
76561198026742809,6.99,23.0,1.0
76561198026743496,7.99,0.0,1.0
76561198026743511,14.99,32.0,1.0
76561198026745653,14.99,0.0,0.0
76561198026766790,69.99,0.0,0.0
76561198026770044,4.99,1.0,0.0
Schplendid,2.99,75.0,1.0
76561198026771118,9.99,30.0,1.0
76561198026771872,7.99,12.0,0.0
76561198026775408,4.99,4.0,1.0
76561198026784649,9.99,0.0,1.0
76561198026798808,3.99,11.0,1.0
76561198026799602,3.99,1.0,1.0
Ethereal_Cereal,1.99,105.0,1.0
76561198026814630,4.99,2.0,1.0
76561198026833222,4.99,1.0,0.0
76561198026844286,14.99,33.0,0.0
76561198026848170,9.99,0.0,0.0
76561198026851220,3.99,158.0,1.0
76561198026861901,16.99,0.0,0.0
iwantyourbabies,0.99,120.0,1.0
76561198026882670,9.99,71.0,1.0
76561198026910976,3.99,23.0,1.0
76561198026913340,4.99,0.0,1.0
shahzadalam95,1.99,0.0,1.0
Los_Pollos,1.99,51.0,1.0
76561198026922680,1.99,52.0,1.0
actionwalrus,5.99,415.0,0.0
traplord_saltlord,9.99,14.0,1.0
76561198026926747,39.99,65.0,0.0
DragonMaster2015,11.99,0.0,1.0
cbaird3,1.99,58.0,1.0
Saekono-chan,6.99,98.0,1.0
76561198026951206,4.99,271.0,1.0
76561198026951646,14.99,15.0,1.0
76561198026953350,4.99,0.0,1.0
76561198026956683,6.99,105.0,1.0
2muchred,1.99,149.0,1.0
76561198026996483,4.99,797.0,1.0
76561198026997591,1.99,64.0,1.0
76561198027000639,2.99,0.0,1.0
squixel,4.99,0.0,1.0
76561198027039978,9.99,75.0,1.0
lolies96,9.99,73.0,1.0
76561198027045577,2.99,13.0,1.0
76561198027052081,2.99,130.0,1.0
76561198027054375,19.99,3.0,0.0
76561198027062132,1.99,95.0,1.0
76561198027071196,3.99,7.0,1.0
76561198027075569,0.99,45.0,1.0
76561198027076412,9.99,0.0,1.0
kalsign,1.99,69.0,1.0
Garfield_au,4.99,0.0,1.0
76561198027082776,15.99,3.0,1.0
furianshi,5.99,44.0,1.0
Odomonkey,9.99,85.0,1.0
76561198027099620,2.99,90.0,1.0
lo0se3r,1.99,61.0,1.0
MICASASUKASA,2.99,57.0,1.0
76561198027108706,3.99,13.0,1.0
76561198027110782,5.99,120.0,1.0
76561198027111448,0.99,38.0,1.0
76561198027113844,9.99,82.0,1.0
76561198027115146,6.99,27.0,1.0
CheezeMunchy,4.99,47.0,1.0
76561198027121530,11.99,12.0,0.0
lolswut,3.99,73.0,1.0
76561198027127601,1.99,33.0,1.0
sir_thepi,9.99,0.0,1.0
76561198027156162,2.99,160.0,1.0
76561198027159365,2.99,27.0,1.0
76561198027160565,1.99,81.0,1.0
dootz,8.99,99.0,1.0
rainnbard,3.99,42.0,1.0
76561198027166095,1.99,0.0,1.0
Meganinjachick,1.99,0.0,1.0
bloodembers,14.99,0.0,1.0
76561198027194105,14.99,21.0,1.0
76561198027196133,0.99,26.0,1.0
76561198027197087,27.99,66.0,1.0
76561198027217616,4.99,17.0,1.0
76561198027221854,9.99,0.0,1.0
76561198027224898,9.99,1.0,1.0
hkgfung,10.99,3.0,1.0
76561198027233567,19.99,0.0,1.0
HeadHUNTERv,14.99,39.0,1.0
76561198027236705,19.99,55.0,1.0
max10,12.99,136.0,1.0
troyenzo,0.99,42.0,1.0
76561198027255296,1.99,0.0,1.0
76561198027256618,9.99,112.0,1.0
76561198027257440,9.99,21.0,1.0
sammyjnr,6.99,0.0,1.0
76561198027267887,29.99,107.0,1.0
76561198027270921,2.99,119.0,1.0
76561198027292865,4.99,163.0,1.0
Lenzarious,39.99,16.0,1.0
76561198027295052,1.99,7.0,0.0
woodykeys,9.99,9.0,1.0
tthebee,29.99,182.0,1.0
76561198027329630,1.99,0.0,1.0
76561198027330980,4.99,182.0,1.0
76561198027343535,3.99,0.0,0.0
raidzie,4.99,16.0,1.0
bobafettboi,6.99,65.0,1.0
Toffeecrisp,2.99,784.0,1.0
76561198027369728,19.99,88.0,0.0
deyva,9.99,230.0,1.0
sonitaka,2.99,66.0,1.0
76561198027381021,4.99,25.0,0.0
finnept,9.99,212.0,0.0
76561198027396578,1.99,10.0,1.0
76561198027401742,0.99,23.0,1.0
thepauly,29.99,107.0,1.0
kukisucks,6.99,143.0,1.0
76561198027405352,2.99,101.0,1.0
76561198027410137,4.99,24.0,1.0
76561198027410682,0.99,29.0,1.0
woodzythegreat,15.99,123.0,1.0
mel0n,2.99,0.0,1.0
76561198027441370,4.99,140.0,1.0
cullwar,19.99,11.0,0.0
gonzobear,2.99,148.0,1.0
storm_is_epic,0.99,125.0,0.0
76561198027451083,2.99,47.0,1.0
gndprivate,10.99,0.0,1.0
76561198027461579,9.99,4.0,1.0
danaruru,2.99,36.0,1.0
76561198027477962,8.99,2.0,1.0
76561198027478998,3.99,20.0,1.0
Problemed,20.99,5.0,1.0
76561198027488315,19.99,9.0,1.0
76561198027490493,2.99,2.0,1.0
76561198027510482,2.99,57.0,0.0
76561198027515978,4.99,5.0,0.0
76561198027518249,3.99,35.0,0.0
76561198027519514,9.99,160.0,1.0
76561198027521269,19.99,0.0,1.0
76561198027548900,0.99,0.0,1.0
76561198027549144,14.99,0.0,0.0
76561198027553196,9.99,11.0,1.0
76561198027557005,0.99,31.0,1.0
DiwY,16.99,2.0,1.0
A22AON,4.99,193.0,1.0
Hiam,10.99,5.0,1.0
7985322414678356,4.99,0.0,1.0
andyjames112,12.99,56.0,1.0
76561198027583708,24.99,8.0,1.0
76561198027588552,29.99,27.0,1.0
76561198027591416,4.99,14.0,1.0
cookisland-maori-scottish-thai,2.99,0.0,1.0
76561198027618606,1.99,91.0,1.0
76561198027620595,9.99,27.0,1.0
d00ney,2.99,26.0,1.0
NextBestThing,9.99,28.0,1.0
76561198027634793,5.99,7.0,1.0
deathjesterjt,9.99,12.0,0.0
76561198027655104,14.99,27.0,1.0
76561198027656694,1.99,11.0,0.0
punchingbeard,0.99,74.0,1.0
willibizzle,9.99,11.0,1.0
dickey25,8.99,26.0,1.0
Tessosaurus,2.99,0.0,1.0
76561198027743960,6.99,34.0,1.0
76561198027746770,15.99,15.0,1.0
76561198027752922,1.99,34.0,1.0
76561198027753601,14.99,8.0,1.0
76561198027755729,9.99,51.0,1.0
76561198027765379,29.99,141.0,1.0
thesniperthehunterbutcher,3.99,37.0,1.0
76561198027782154,2.99,95.0,1.0
lebtiger91,6.99,151.0,1.0
76561198027788777,1.99,34.0,1.0
76561198027794286,1.99,0.0,0.0
76561198027799983,4.99,17.0,1.0
76561198027812606,24.99,3.0,1.0
76561198027822492,9.99,11.0,1.0
GamingJasperr,1.99,16.0,1.0
76561198027830813,5.99,2.0,1.0
76561198027833781,0.99,37.0,1.0
76561198027833787,9.99,109.0,1.0
76561198027834893,4.99,7.0,1.0
76561198027835939,2.99,229.0,1.0
76561198027836111,14.99,0.0,1.0
76561198027843552,5.99,6.0,1.0
76561198027854422,3.99,0.0,1.0
76561198027863392,3.99,14.0,1.0
76561198027869835,2.99,0.0,1.0
76561198027877951,6.99,40.0,1.0
76561198027880667,8.99,1.0,1.0
76561198027882785,9.99,17.0,1.0
76561198027884299,2.99,2.0,1.0
76561198027884405,2.99,65.0,1.0
76561198027900025,9.99,1.0,1.0
76561198027905741,1.99,56.0,1.0
76561198027906046,2.99,75.0,1.0
76561198027907866,3.99,19.0,1.0
76561198027910454,0.99,16.0,1.0
76561198027931567,14.99,28.0,1.0
76561198027934921,8.99,38.0,1.0
420gandalfyoda,15.99,36.0,1.0
76561198027941351,2.49,102.0,1.0
76561198027954376,7.99,20.0,1.0
Jeffrey_Lebowski,0.99,26.0,1.0
slylev,1.99,3.0,0.0
76561198027965386,17.99,71.0,1.0
76561198027965538,0.99,89.0,1.0
76561198027970468,2.49,37.0,1.0
76561198027980469,5.99,5.0,1.0
76561198027981655,7.99,62.0,1.0
76561198027981714,39.99,14.0,1.0
Hasalafar,14.99,178.0,1.0
76561198027993985,2.99,44.0,1.0
76561198028004165,8.99,0.0,0.0
76561198028006604,3.99,387.0,1.0
76561198028014584,0.99,0.0,1.0
76561198028014640,6.99,0.0,1.0
76561198028015774,14.99,21.0,1.0
76561198028017094,4.99,44.0,1.0
76561198028020354,4.99,135.0,1.0
76561198028030617,0.99,32.0,1.0
76561198028032869,19.99,55.0,1.0
76561198028033073,0.99,0.0,1.0
scooters,19.99,6.0,1.0
76561198028043861,9.99,61.0,1.0
76561198028057022,9.99,2.0,1.0
76561198028061256,14.99,1.0,1.0
76561198028063200,6.99,66.0,1.0
76561198028065850,9.99,9.0,1.0
havocado,8.99,40.0,0.0
76561198028076751,14.99,10.0,1.0
76561198028082728,9.99,95.0,1.0
76561198028100590,9.99,0.0,1.0
76561198028102432,5.99,25.0,1.0
76561198028107980,4.99,46.0,1.0
76561198028109286,17.99,106.0,1.0
76561198028111832,4.99,65.0,1.0
76561198028123566,5.99,1.0,1.0
76561198028132429,0.99,0.0,1.0
76561198028133793,9.99,2.0,1.0
76561198028152780,6.99,0.0,1.0
76561198028154268,3.99,11.0,1.0
hazo123,39.99,42.0,1.0
76561198028172459,2.99,113.0,1.0
justinrandom,19.99,110.0,1.0
anderg,9.99,59.0,1.0
mcdoggus,7.99,251.0,1.0
76561198028236710,3.99,15.0,1.0
76561198028238732,1.99,41.0,1.0
76561198028244846,2.99,18.0,1.0
76561198028251857,5.99,0.0,1.0
76561198028255577,7.99,0.0,1.0
Shadow_Hawk22,9.99,108.0,1.0
47444744,2.99,6.0,1.0
V1VA,1.99,71.0,1.0
76561198028272041,4.99,10.0,1.0
76561198028280792,0.99,31.0,1.0
deven247,6.99,77.0,1.0
76561198028292219,39.99,11.0,1.0
76561198028296045,9.99,19.0,0.0
76561198028296722,6.99,99.0,1.0
76561198028299464,1.99,30.0,1.0
76561198028299646,11.99,2.0,0.0
slamb_95,7.99,7.0,1.0
76561198028319840,3.99,9.0,1.0
JonMitso,5.99,0.0,1.0
hiimagay,0.99,0.0,1.0
OfficialErchris,99.99,240.0,1.0
76561198028333237,6.99,53.0,0.0
meepersjeepers,11.99,10.0,1.0
76561198028346967,4.99,27.0,1.0
76561198028346969,9.99,27.0,1.0
76561198028346979,4.99,27.0,0.0
76561198028358644,7.99,72.0,1.0
76561198028359034,1.99,73.0,1.0
brisbanegamer,3.99,116.0,1.0
76561198028369565,9.99,3.0,1.0
76561198028372708,4.99,27.0,1.0
76561198028372710,3.99,27.0,1.0
76561198028372712,1.99,27.0,1.0
76561198028372716,1.99,27.0,1.0
plumbers,19.99,191.0,1.0
elements616,4.99,62.0,1.0
Guard_Sion,14.99,20.0,1.0
jjbbcc,4.99,30.0,1.0
jamesodie,24.99,49.0,1.0
NFM373,19.99,167.0,1.0
76561198028395652,39.99,65.0,0.0
76561198028402194,1.99,40.0,1.0
1jamesn4,1.99,82.0,1.0
76561198028403441,2.99,1.0,1.0
76561198028407711,14.99,26.0,1.0
76561198028426212,9.99,56.0,1.0
armadajc,14.99,18.0,1.0
meglonoth,6.99,110.0,1.0
Greenmonster,9.99,0.0,1.0
76561198028447757,9.99,2.0,0.0
NitrosYT,2.99,56.0,1.0
76561198028465563,11.99,0.0,1.0
76561198028471500,14.99,38.0,1.0
Devilishero,9.99,166.0,1.0
76561198028482685,17.99,20.0,1.0
76561198028485049,1.99,8.0,0.0
1373648137417,6.99,176.0,1.0
76561198028518947,9.99,47.0,0.0
Averlorn,19.99,113.0,1.0
76561198028523631,1.99,19.0,1.0
76561198028560945,4.99,0.0,1.0
76561198028561555,4.99,121.0,1.0
76561198028566849,0.99,0.0,1.0
76561198028577948,1.99,16.0,1.0
SeanHosie54,0.99,123.0,1.0
76561198028586777,4.99,5.0,0.0
76561198028587097,29.99,13.0,1.0
76561198028587823,1.99,35.0,1.0
76561198028590391,9.99,91.0,1.0
76561198028610698,3.99,22.0,1.0
76561198028612282,2.99,4.0,0.0
76561198028614761,0.99,68.0,1.0
anguss22,0.99,231.0,1.0
76561198028619555,3.99,64.0,1.0
76561198028621147,19.99,157.0,0.0
NoelzyCunt1337,1.99,60.0,1.0
76561198028647230,19.99,34.0,1.0
76561198028647700,4.99,18.0,1.0
flynn459,19.99,8.0,1.0
76561198028651945,29.99,41.0,1.0
76561198028652654,59.99,16.0,1.0
76561198028653952,4.99,121.0,1.0
76561198028655277,2.99,97.0,1.0
76561198028688576,0.99,46.0,1.0
76561198028693776,6.99,23.0,1.0
adriancuzz,4.99,15.0,1.0
76561198028700455,2.99,125.0,1.0
76561198028719528,6.99,20.0,0.0
76561198028721732,10.99,0.0,1.0
beremyjeresh,19.99,155.0,1.0
76561198028725892,5.99,28.0,1.0
76561198028727445,2.99,247.0,1.0
xxTankaxx,7.99,1040.0,1.0
76561198028730390,3.99,7.0,0.0
Forewarned-Fail,14.99,114.0,1.0
76561198028734491,12.99,58.0,1.0
randomrainbowninja,6.99,0.0,1.0
han5henman,2.99,23.0,1.0
76561198028754362,1.99,3.0,0.0
76561198028758200,4.99,26.0,1.0
76561198028771316,9.99,35.0,0.0
76561198028801667,9.99,38.0,1.0
76561198028828242,4.99,0.0,1.0
76561198028832268,0.99,0.0,1.0
76561198028834392,1.99,0.0,1.0
76561198028835660,19.99,0.0,1.0
hawks23,4.99,61.0,1.0
76561198028887960,5.99,0.0,1.0
76561198028889602,6.99,56.0,1.0
76561198028890018,19.99,31.0,1.0
haruramyen,2.99,54.0,1.0
76561198028917103,0.99,18.0,0.0
76561198028919281,2.99,36.0,1.0
76561198028923845,0.99,153.0,1.0
shiftilism,6.99,24.0,1.0
thomasway,3.99,69.0,1.0
76561198028939548,12.99,13.0,1.0
NameHereGuy,9.99,34.0,1.0
76561198028947224,0.99,12.0,1.0
ocweagle,0.99,3.0,0.0
popo2k,0.99,0.0,0.0
painkkuz,1.29,99.0,1.0
drakonhammer,9.99,0.0,1.0
76561198028979644,1.99,102.0,1.0
76561198028982486,4.99,0.0,1.0
kaykkay,6.99,10.0,1.0
louiscxt,29.99,38.0,1.0
presh,5.99,0.0,1.0
76561198029012461,0.99,1.0,1.0
Pickles_was_here,4.99,193.0,1.0
76561198029015635,0.99,11.0,1.0
jggm,0.99,31.0,1.0
76561198029019553,9.99,5.0,1.0
76561198029037452,29.99,49.0,1.0
brodine,0.99,13.0,1.0
76561198029041740,0.99,28.0,1.0
76561198029052945,2.99,34.0,1.0
76561198029057887,7.99,7.0,1.0
76561198029064257,4.99,126.0,1.0
76561198029065719,0.99,10.0,1.0
76561198029070723,9.99,13.0,1.0
itsnotdrew,9.99,215.0,1.0
76561198029081782,3.99,0.0,1.0
bjnoob,0.99,300.0,1.0
EgyptianQuicksand,1.99,0.0,1.0
Infamon,0.99,47.0,1.0
timychann,9.99,211.0,1.0
imig4,29.99,0.0,0.0
76561198029142949,6.99,14.0,1.0
76561198029146081,29.99,15.0,1.0
oskola,19.99,0.0,1.0
roflmaomfglolwtf,24.99,12.0,1.0
76561198029187828,1.99,82.0,1.0
76561198029194497,24.99,85.0,0.0
76561198029218190,9.99,31.0,1.0
76561198029222311,1.0,32.0,1.0
76561198029261660,59.99,14.0,0.0
76561198029265962,9.99,6.0,1.0
76561198029266195,0.99,0.0,1.0
76561198029266672,19.99,41.0,1.0
zZemarKk,17.99,4.0,1.0
76561198029271484,2.99,16.0,1.0
76561198029272591,7.99,29.0,1.0
pyaesone125,5.99,50.0,1.0
tofifan92,3.99,75.0,1.0
76561198029291579,0.99,31.0,1.0
76561198029301366,29.99,13.0,1.0
JackDannox,6.99,214.0,1.0
76561198029302758,9.99,64.0,1.0
76561198029304148,4.99,85.0,1.0
76561198029304606,19.99,24.0,1.0
76561198029305356,5.99,67.0,0.0
76561198029309546,24.99,7.0,1.0
76561198029321133,1.99,98.0,1.0
yomammaisfat,29.99,29.0,1.0
get---rekt---m8,2.99,15.0,1.0
76561198029329583,2.99,21.0,1.0
3mperi0,2.99,41.0,1.0
76561198029351144,2.99,116.0,1.0
cw_guy,12.99,35.0,1.0
76561198029352646,2.99,52.0,1.0
76561198029371927,2.99,17.0,1.0
76561198029402914,14.99,111.0,1.0
batmanfordaiz,9.99,6.0,1.0
76561198029414645,0.99,8.0,0.0
onearmedninja,19.99,7.0,1.0
Shykorus_Wilde_Totora,1.99,134.0,1.0
TrothJuice,289.99,130.0,0.0
76561198029431421,4.99,0.0,1.0
76561198029442992,6.99,19.0,1.0
76561198029449534,1.99,0.0,0.0
76561198029456030,1.99,5.0,1.0
DerpExperience,1.99,13.0,1.0
76561198029480601,4.99,0.0,1.0
76561198029488037,4.99,0.0,1.0
mayonnaise_egg,29.99,4.0,1.0
76561198029515838,4.99,87.0,1.0
grantfox02,19.99,82.0,1.0
76561198029541117,1.99,0.0,1.0
cobby2842,0.99,44.0,1.0
fjpl023,0.99,12.0,1.0
76561198029570700,1.99,65.0,1.0
aussie_swim,2.99,90.0,1.0
76561198029609292,4.99,0.0,1.0
robotverve,24.99,62.0,1.0
76561198029628356,19.99,11.0,1.0
moppette,9.99,14.0,1.0
76561198029641003,1.99,34.0,1.0
76561198029642543,9.99,0.0,1.0
76561198029645609,29.99,1.0,1.0
76561198029647817,2.99,11.0,1.0
76561198029663371,24.99,3.0,0.0
76561198029680558,12.99,40.0,1.0
76561198029681660,2.99,62.0,1.0
76561198029694702,4.99,0.0,0.0
f1l1p1N,4.99,9.0,1.0
76561198029705267,4.99,0.0,1.0
madjase,14.99,11.0,1.0
bijaczkamil,9.99,10.0,1.0
76561198029743556,2.99,43.0,1.0
76561198029769289,4.99,22.0,1.0
Liv3,6.99,18.0,1.0
najatc,9.99,32.0,1.0
76561198029797262,7.99,0.0,1.0
76561198029819262,4.99,0.0,1.0
76561198029825981,3.99,13.0,1.0
spath21,9.99,111.0,1.0
TheClassics,1.99,0.0,1.0
doompizza,9.99,3.0,1.0
ihaveloadsofspoons,0.99,152.0,1.0
76561198029892814,6.99,0.0,1.0
Anm55plus5forjesus,0.99,0.0,1.0
EdSheeranFan,1.99,33.0,1.0
jonosubz,2.99,10.0,1.0
AlexH0661,2.99,101.0,1.0
76561198029944104,19.99,205.0,1.0
76561198029956941,1.99,18.0,1.0
76561198029958891,14.99,0.0,1.0
76561198029972230,5.99,1.0,1.0
76561198029985833,29.99,0.0,1.0
gxsm,4.99,281.0,1.0
76561198029989355,4.99,10.0,1.0
76561198029990848,2.99,5.0,1.0
76561198030015498,9.99,1.0,1.0
so_it_begins,19.99,0.0,1.0
76561198030028444,3.99,30.0,1.0
76561198030033880,1.99,65.0,1.0
76561198030034306,3.99,11.0,0.0
76561198030046147,4.99,25.0,1.0
76561198030054759,9.99,38.0,1.0
76561198030073098,4.99,10.0,0.0
76561198030077254,11.99,16.0,1.0
76561198030080966,14.99,9.0,1.0
76561198030088142,6.99,16.0,0.0
76561198030094147,5.99,10.0,1.0
76561198030098315,13.99,35.0,1.0
76561198030129170,2.99,13.0,1.0
toxique,4.99,0.0,1.0
76561198030137059,3.99,38.0,1.0
MrBreeze123,2.99,75.0,1.0
brenny8,3.99,37.0,1.0
76561198030169794,19.99,0.0,1.0
corndog173,1.99,2.0,0.0
76561198030204772,2.99,320.0,1.0
76561198030213984,4.99,28.0,1.0
flammedjordan,19.99,19.0,0.0
whatwhatquestionmark,9.99,8.0,1.0
76561198030217102,3.99,60.0,1.0
uRiBe,9.99,11.0,1.0
76561198030245089,19.99,37.0,0.0
76561198030246291,12.99,15.0,1.0
76561198030254125,2.99,0.0,1.0
76561198030255504,1.99,140.0,1.0
76561198030255769,2.99,4.0,1.0
76561198030286458,39.99,35.0,1.0
undyne,24.99,384.0,1.0
swaydaze,9.99,61.0,1.0
RollsRoyce_FTW,2.99,113.0,1.0
SarahTaylor,2.99,77.0,1.0
curtsable,1.99,303.0,1.0
singas,149.99,13.0,1.0
wal8560541,5.99,23.0,1.0
VoVre,0.99,0.0,1.0
Acinonyx_Jubatus,0.99,100.0,0.0
76561198030325832,3.49,82.0,1.0
76561198030327746,2.99,31.0,1.0
MrBandonkaDonk,19.99,129.0,1.0
76561198030345503,3.39,20.0,1.0
76561198030347257,2.99,152.0,1.0
kiminoth,0.99,172.0,1.0
rolypandah,1.99,24.0,1.0
76561198030420652,14.99,33.0,1.0
76561198030424264,9.99,0.0,1.0
iltby,0.99,59.0,1.0
76561198030425138,1.99,87.0,1.0
ch33kyt1g3r,6.99,34.0,1.0
76561198030425747,5.99,0.0,1.0
76561198030428856,4.99,0.0,1.0
falcolad,19.99,38.0,1.0
76561198030429550,6.99,21.0,1.0
76561198030429949,2.99,3.0,1.0
76561198030462531,4.99,55.0,0.0
76561198030468651,4.99,71.0,1.0
76561198030470929,1.99,3.0,1.0
doflamingoaus1988,0.99,18.0,1.0
lolipopyz,14.99,0.0,1.0
76561198030490134,4.99,18.0,1.0
76561198030535256,19.99,95.0,1.0
HaydnMD,12.99,175.0,0.0
76561198030542080,2.99,1.0,1.0
76561198030576623,2.99,2.0,1.0
76561198030579515,19.99,19.0,0.0
76561198030615848,4.99,40.0,1.0
76561198030627401,2.99,0.0,1.0
freedom6188,14.99,0.0,1.0
76561198030652970,2.99,223.0,1.0
HAHAOHWOW,9.99,76.0,1.0
76561198030657424,9.99,13.0,1.0
CoolShield,2.49,35.0,1.0
76561198030659676,7.99,28.0,1.0
76561198030661275,6.99,0.0,1.0
76561198030663267,4.99,4.0,1.0
76561198030672315,2.99,196.0,1.0
76561198030673454,2.99,31.0,1.0
76561198030698578,14.99,53.0,1.0
76561198030706375,1.99,31.0,1.0
76561198030706918,9.99,1.0,1.0
76561198030707283,4.99,28.0,1.0
76561198030708463,19.99,79.0,1.0
76561198030742556,12.99,52.0,1.0
spike3334,3.99,75.0,1.0
76561198030781013,2.99,18.0,1.0
76561198030797558,9.99,67.0,1.0
76561198030801962,14.99,10.0,1.0
GhostTMark,0.99,18.0,0.0
76561198030824583,9.99,16.0,1.0
76561198030852138,9.99,27.0,1.0
blazeworker,4.99,143.0,1.0
76561198030858298,12.99,69.0,1.0
76561198030858491,14.99,45.0,1.0
Curry-Boy,9.99,32.0,1.0
76561198030860374,1.99,0.0,1.0
76561198030863480,9.99,118.0,1.0
76561198030867375,11.99,173.0,1.0
76561198030876351,1.99,99.0,1.0
76561198030914302,19.99,556.0,1.0
matthew_davie119,9.99,0.0,1.0
fabio_boeing,5.99,9.0,0.0
eatinggrass,19.99,128.0,1.0
76561198030968598,1.99,0.0,1.0
76561198030974692,24.99,129.0,1.0
Jimboco,7.99,153.0,1.0
76561198030977308,0.99,23.0,1.0
TheFinalSeven,7.99,142.0,1.0
76561198031009103,4.99,51.0,0.0
76561198031013164,1.99,131.0,1.0
76561198031014151,0.99,13.0,1.0
76561198031033573,0.99,4.0,1.0
76561198031036382,12.99,7.0,1.0
76561198031067758,4.99,0.0,1.0
Ecctricity,4.99,0.0,0.0
xPaNIcZx,7.99,3.0,1.0
rfs-JiM,1.99,126.0,1.0
sootygrunter,14.99,7.0,1.0
76561198031124003,2.99,40.0,0.0
76561198031135517,4.99,167.0,1.0
kingscraggles,9.99,28.0,1.0
76561198031160943,29.99,27.0,1.0
76561198031162093,0.99,78.0,1.0
76561198031166413,1.99,14.0,1.0
Lone_walker,2.99,0.0,1.0
76561198031205843,17.99,0.0,1.0
76561198031210537,0.99,0.0,1.0
razzzle,2.99,15.0,1.0
76561198031212089,12.99,100.0,1.0
Zosiac,99.99,132.0,1.0
76561198031254693,9.99,2.0,1.0
76561198031255795,16.99,25.0,1.0
gauz486,1.99,93.0,1.0
swagmaster2009,0.99,19.0,1.0
76561198031286560,4.99,0.0,1.0
76561198031287992,1.99,0.0,1.0
neoncandy,1.99,5.0,1.0
76561198031299511,11.99,0.0,1.0
shadyone,3.99,0.0,1.0
76561198031326806,9.99,0.0,1.0
masterkelin,9.99,0.0,1.0
CrossXReaper,19.99,0.0,1.0
76561198031348682,0.99,7.0,1.0
76561198031350364,6.99,0.0,1.0
Hans_OCE,12.99,18.0,1.0
76561198031357786,4.99,110.0,1.0
